,STNID,Lat,Long,Elevation,State,Sta.Name,GSNFlag,HCNFlag,WMOID,Method,ANNprcp_100thIN,ANNprcp_IN,FLAG1,AvgAnnNDS
3285,USC00245811,44.5667,-112.3167,2068.1,MT,MONIDA,,,NA,TRADITIONAL,1338,13.38,R,49.4
3286,USC00245870,45.1758,-105.7517,981.5,MT,MOORHEAD 9 NE,,,NA,TRADITIONAL,1269,12.69,R,33.9
3287,USC00245872,47.0219,-107.8225,887,MT,MOSBY 4 ENE,,,NA,TRADITIONAL,1339,13.39,R,34.5
3288,USC00245961,45.2436,-109.7311,1994.6,MT,MYSTIC LAKE,,,NA,TRADITIONAL,2480,24.8,S,72
3289,USC00246008,47.0414,-110.7761,1594.1,MT,NEIHART 8 NNW,,,NA,TRADITIONAL,2217,22.17,R,57.9
3290,USC00246157,45.4856,-111.6325,1446.3,MT,NORRIS MADISON PH,,HCN,NA,TRADITIONAL,1695,16.95,R,48.8
3291,USC00246190,45.435,-109.8081,1475.2,MT,NYE 2,,,NA,TRADITIONAL,1805,18.05,R,48.8
3292,USC00246218,48.5497,-114.5739,964.7,MT,OLNEY,,,NA,TRADITIONAL,2181,21.81,R,66.9
3293,USC00246236,48.9989,-106.38,877.2,MT,OPHEIM 10 N,,,NA,TRADITIONAL,1328,13.28,R,32.9
3294,USC00246238,48.6956,-106.3153,894.9,MT,OPHEIM 12 SSE,,,NA,TRADITIONAL,1147,11.47,S,29.6
3295,USC00246304,46.8819,-113.0564,1318.3,MT,OVANDO 9 SSE,,,NA,TRADITIONAL,1232,12.32,R,42.8
3296,USC00246472,46.3158,-113.3,1606.3,MT,PHILIPSBURG RS,,HCN,NA,TRADITIONAL,1531,15.31,R,42.8
3297,USC00246586,48.775,-104.5678,624.2,MT,PLENTYWOOD,,,NA,TRADITIONAL,1324,13.24,R,32.9
3298,USC00246601,46.4178,-104.5164,847.3,MT,PLEVNA,,HCN,NA,TRADITIONAL,1462,14.62,R,35.7
3299,USC00246615,48.7647,-114.2842,1072.9,MT,POLEBRIDGE,,,NA,TRADITIONAL,1945,19.45,R,62.9
3300,USC00246635,47.675,-114.1906,917.4,MT,POLSON,,,NA,TRADITIONAL,1572,15.72,R,48.6
3301,USC00246640,47.6775,-114.2419,832.1,MT,POLSON KERR DAM,,,NA,TRADITIONAL,1553,15.53,S,47.9
3302,USC00246647,46.2167,-108.0261,1056.4,MT,POMPEYS PILLAR 18 N,,,NA,TRADITIONAL,1389,13.89,R,39.1
3303,USC00246655,45.6572,-111.8986,1703.8,MT,PONY,,,NA,TRADITIONAL,1828,18.28,R,52.9
3304,USC00246672,48.9978,-107.8331,862.6,MT,PORT OF MORGAN,,,NA,TRADITIONAL,1132,11.32,R,28.4
3305,USC00246685,46.8814,-113.5744,1103.4,MT,POTOMAC,,,NA,TRADITIONAL,1515,15.15,R,46.2
3306,USC00246691,45.8525,-105.035,853.4,MT,POWDERVILLE 8 NNE,,,NA,TRADITIONAL,1391,13.91,R,34.8
3307,USC00246700,47.6544,-111.5981,1143,MT,POWER 6 SE,,,NA,TRADITIONAL,1164,11.64,C,30.7
3308,USC00246747,45.4328,-108.5303,1239.9,MT,PRYOR,,,NA,TRADITIONAL,1550,15.5,R,38.2
3309,USC00246862,45.9636,-109.2531,1232.6,MT,RAPELJE,,,NA,TRADITIONAL,1445,14.45,R,39.9
3310,USC00246893,48.9975,-104.575,714.8,MT,RAYMOND BORDER STN,,,NA,TRADITIONAL,1399,13.99,R,32.9
3311,USC00246902,47.2972,-110.7456,1284.7,MT,RAYNESFORD 2 NNW,,,NA,TRADITIONAL,1981,19.81,S,52.9
3312,USC00246918,45.1897,-109.2861,1776.7,MT,RED LODGE,,HCN,NA,TRADITIONAL,2226,22.26,R,52.3
3313,USC00246927,48.8197,-104.9428,641.9,MT,REDSTONE,,,NA,TRADITIONAL,1287,12.87,R,32.9
3314,USC00247034,45.5022,-104.4478,1010.7,MT,RIDGEWAY 1 S,,,NA,TRADITIONAL,1421,14.21,R,36.8
3315,USC00247128,45.3753,-109.1697,1423.4,MT,ROBERTS 1 N,,,NA,TRADITIONAL,1350,13.5,C,37.7
3316,USC00247136,46.8203,-106.2453,921.7,MT,ROCK SPRINGS,,,NA,TRADITIONAL,1167,11.67,R,28.9
3317,USC00247159,47.19,-112.2906,1280.2,MT,ROGERS PASS 9 NNE,,,NA,TRADITIONAL,1661,16.61,R,44.7
3318,USC00247214,46.4414,-108.5397,973.2,MT,ROUNDUP,,,NA,TRADITIONAL,1415,14.15,R,37.3
3319,USC00247228,47.4869,-108.8372,940.3,MT,ROY 8 NE,,,NA,TRADITIONAL,1349,13.49,R,37.2
3320,USC00247234,47.6167,-108.7,705,MT,ROY 24 NE MOBRIDGE,,,NA,TRADITIONAL,1363,13.63,R,36.4
3321,USC00247263,46.5333,-109.3442,1353.3,MT,RYEGATE 18 NNW,,,NA,TRADITIONAL,1283,12.83,R,40.8
3322,USC00247265,48.4661,-107.3528,666,MT,SACO 1 NNW,,,NA,TRADITIONAL,1177,11.77,R,31
3323,USC00247286,47.315,-114.0983,888.5,MT,SAINT IGNATIUS,,HCN,NA,TRADITIONAL,1684,16.84,R,48.1
3324,USC00247292,48.7383,-113.4294,1389.9,MT,ST MARY,,,NA,TRADITIONAL,2609,26.09,R,65.4
3325,USC00247318,47.3036,-115.0908,810.8,MT,SAINT REGIS 1 NE,,HCN,NA,TRADITIONAL,1880,18.8,R,61.2
3326,USC00247382,47.4536,-104.3378,602,MT,SAVAGE,,HCN,NA,TRADITIONAL,1415,14.15,S,33.9
3327,USC00247425,48.8306,-105.4758,723.6,MT,SCOBEY 4 NW,,,NA,TRADITIONAL,1251,12.51,R,35.4
3328,USC00247448,47.2142,-113.5203,1249.7,MT,SEELEY LAKE RS,,,NA,TRADITIONAL,2019,20.19,S,64.7
3329,USC00247500,48.5042,-111.8553,1013.5,MT,SHELBY,,,NA,TRADITIONAL,1205,12.05,R,33.5
3330,USC00247540,47.5319,-110.5769,1310.6,MT,SHONKIN 7 S,,,NA,TRADITIONAL,2607,26.07,R,55.9
3331,USC00247560,47.7283,-104.1467,588.6,MT,SIDNEY,,,NA,TRADITIONAL,1432,14.32,S,35.9
3332,USC00247618,47.4961,-111.9161,1084.5,MT,SIMMS 1 NE,,,NA,TRADITIONAL,1240,12.4,R,33.5
3333,USC00247620,48.9992,-110.2147,858,MT,SIMPSON 6 N WILDHORSE,,,NA,TRADITIONAL,1105,11.05,S,29.9
3334,USC00247740,45.4183,-105.8683,1188.7,MT,SONNETTE 2 WNW,,,NA,TRADITIONAL,1487,14.87,S,38.5
3335,USC00247800,45.7375,-110.2256,1286.6,MT,SPRINGDALE,,,NA,TRADITIONAL,1413,14.13,S,41.1
3336,USC00247864,47.1547,-110.2239,1481.3,MT,STANFORD,,,NA,TRADITIONAL,1675,16.75,R,46.5
3337,USC00247894,46.5136,-114.0911,1028.7,MT,STEVENSVILLE,,,NA,TRADITIONAL,1241,12.41,S,37.9
3338,USC00247964,45.8478,-113.9269,1364,MT,SULA 3 ENE,,,NA,TRADITIONAL,1617,16.17,S,51.1
3339,USC00247996,48.8869,-111.7275,1127.8,MT,SUNBURST 8 E,,,NA,TRADITIONAL,1387,13.87,R,38.2
3340,USC00248021,47.4778,-111.7406,1097.3,MT,SUN RIVER 4 S,,,NA,TRADITIONAL,1295,12.95,R,34.3
3341,USC00248165,46.7939,-105.3022,685.2,MT,TERRY,,,NA,TRADITIONAL,1198,11.98,R,31
3342,USC00248169,47.07,-105.4953,957.7,MT,TERRY 21 NNW,,,NA,TRADITIONAL,1373,13.73,S,35.2
3343,USC00248211,47.5933,-115.3594,725.4,MT,THOMPSON FALLS PH,,,NA,TRADITIONAL,2224,22.24,S,68.6
3344,USC00248233,48.31,-111.0878,868.7,MT,TIBER DAM,,,NA,TRADITIONAL,1018,10.18,R,27.8
3345,USC00248324,46.3308,-111.5378,1170.4,MT,TOWNSEND,,,NA,TRADITIONAL,1040,10.4,S,31.8
3346,USC00248363,45.9469,-111.4747,1230.2,MT,TRIDENT,,,NA,TRADITIONAL,1370,13.7,R,37.2
3347,USC00248380,47.8669,-115.6278,718.1,MT,TROUT CREEK RS,,,NA,TRADITIONAL,2787,27.87,R,76
3348,USC00248390,48.4806,-115.9061,588,MT,TROY,,,NA,TRADITIONAL,2439,24.39,R,69.9
3349,USC00248415,48.9992,-108.3894,908.9,MT,TURNER 11N,,,NA,TRADITIONAL,1176,11.76,R,32.2
3350,USC00248430,45.5472,-112.3261,1409.7,MT,TWIN BRIDGES,,,NA,TRADITIONAL,1009,10.09,S,30.3
3351,USC00248498,47.3389,-108.4983,885.4,MT,VALENTINE,,,NA,TRADITIONAL,1383,13.83,R,39.2
3352,USC00248501,48.3089,-112.2511,1161.3,MT,VALIER,,HCN,NA,TRADITIONAL,1220,12.2,S,31
3353,USC00248569,47.88,-105.3686,696.2,MT,VIDA 6 NE,,HCN,NA,TRADITIONAL,1385,13.85,R,34.5
3354,USC00248597,45.2925,-111.9481,1759.6,MT,VIRGINIA CITY,,HCN,NA,TRADITIONAL,1530,15.3,R,47
3355,USC00248693,48.0878,-109.6453,1295.4,MT,WARRICK 2 NW,,,NA,TRADITIONAL,1742,17.42,R,49.2
3356,USC00248732,46.0558,-104.1853,957.1,MT,WEBSTER 3 E,,,NA,TRADITIONAL,1469,14.69,S,34.8
3357,USC00248783,46.3286,-114.0836,1096.4,MT,WESTERN AG RSCH CTR,,,NA,TRADITIONAL,1135,11.35,R,36
3358,USC00248809,48.5003,-113.9847,961.3,MT,WEST GLACIER,,,NA,TRADITIONAL,2915,29.15,S,82.6
3359,USC00248902,48.4081,-114.3594,944.9,MT,WHITEFISH,,,NA,TRADITIONAL,2055,20.55,R,64.3
3360,USC00248930,46.5436,-110.9,1536.2,MT,WHITE SULPHUR SPRNGS 2,,HCN,NA,TRADITIONAL,1299,12.99,R,38
3361,USC00248939,48.7597,-107.625,711.1,MT,WHITEWATER,,,NA,TRADITIONAL,1157,11.57,S,29.1
3362,USC00248957,46.9878,-104.1567,821.7,MT,WIBAUX 2 E,,,NA,TRADITIONAL,1453,14.53,R,36
3363,USC00249023,46.0306,-110.5056,1787.7,MT,WILSALL 8 ENE,,,NA,TRADITIONAL,2015,20.15,S,60.7
3364,USC00249033,47.5589,-109.3758,988.5,MT,WINIFRED,,,NA,TRADITIONAL,1572,15.72,R,41.2
3365,USC00249067,45.6178,-113.4514,1847.1,MT,WISDOM,,,NA,TRADITIONAL,1230,12.3,R,40.6
3366,USC00249082,45.8031,-113.0136,1746.5,MT,WISE RIVER 3 WNW,,,NA,TRADITIONAL,1192,11.92,S,36.7
3367,USC00249103,48.1,-105.6483,637,MT,WOLF POINT,,,NA,TRADITIONAL,1321,13.21,R,32.3
3368,USC00249175,45.1217,-107.4061,1136.9,MT,WYOLA 1 SW,,,NA,TRADITIONAL,1573,15.73,R,44
3369,USC00249240,45.3128,-107.9383,1007.4,MT,YELLOWTAIL DAM,,,NA,TRADITIONAL,1715,17.15,S,43.2
3370,USC00250030,42.4244,-103.7347,1423.4,NE,AGATE 3 E,,,NA,TRADITIONAL,1437,14.37,R,34.5
3371,USC00250050,42.5522,-99.8556,765,NE,AINSWORTH,,,NA,TRADITIONAL,2334,23.34,S,45.2
3372,USC00250070,41.6867,-98.0036,545.6,NE,ALBION,,HCN,NA,TRADITIONAL,2785,27.85,R,50.6
3373,USC00250130,42.1103,-102.8967,1217.4,NE,ALLIANCE 1WNW,,HCN,NA,TRADITIONAL,1548,15.48,R,36.4
3374,USC00250245,41.5975,-99.8258,794,NE,ANSELMO 2 SE,,,NA,TRADITIONAL,2493,24.93,S,48.2
3375,USC00250320,41.4261,-99.1272,658.4,NE,ARCADIA,,,NA,TRADITIONAL,2525,25.25,S,48.6
3376,USC00250355,41.4225,-100.1839,828.4,NE,ARNOLD,,,NA,TRADITIONAL,2301,23.01,R,46.7
3377,USC00250365,41.5697,-101.6914,1066.8,NE,ARTHUR,,,NA,TRADITIONAL,1938,19.38,S,44.5
3378,USC00250375,41.0408,-96.3775,326.1,NE,ASHLAND NO 2,,HCN,NA,TRADITIONAL,3088,30.88,S,56.4
3379,USC00250420,42.5136,-99.0303,637,NE,ATKINSON 3SW,,HCN,NA,TRADITIONAL,2478,24.78,R,50.5
3380,USC00250427,40.3794,-99.4992,716.3,NE,ATLANTA 2 WNW,,,NA,TRADITIONAL,2518,25.18,R,46.5
3381,USC00250435,40.3706,-95.7469,283.5,NE,AUBURN 5 ESE,,HCN,NA,TRADITIONAL,3168,31.68,S,56.9
3382,USC00250445,40.8586,-97.9958,544.1,NE,AURORA,,,NA,TRADITIONAL,3096,30.96,R,53.5
3383,USC00250520,40.0489,-96.5747,365.8,NE,BARNESTON,,,NA,TRADITIONAL,3318,33.18,R,56.9
3384,USC00250525,41.87,-98.5494,676.4,NE,BARTLETT 1S,,,NA,TRADITIONAL,2731,27.31,R,49.8
3385,USC00250622,40.2994,-96.75,395.3,NE,BEATRICE 1N,,HCN,NA,TRADITIONAL,3116,31.16,R,56.1
3386,USC00250640,40.1306,-99.8278,658.4,NE,BEAVER CITY,,HCN,NA,TRADITIONAL,2431,24.31,S,48.7
3387,USC00250680,41.9325,-96.8108,414.5,NE,BEEMER,,,NA,TRADITIONAL,3022,30.22,R,54.9
3388,USC00250760,40.0525,-101.5386,922,NE,BENKELMAN,,,NA,TRADITIONAL,1975,19.75,S,42.8
3389,USC00250770,40.6794,-96.5064,390.1,NE,BENNET,,,NA,TRADITIONAL,3484,34.84,R,58.9
3390,USC00250781,41.3536,-96.2094,379.5,NE,BENNINGTON 3WSW,,,NA,TRADITIONAL,3156,31.56,S,57
3391,USC00250810,40.5283,-99.6353,768.1,NE,BERTRAND,,,NA,TRADITIONAL,2445,24.45,S,43.1
3392,USC00250865,41.0469,-102.1467,1121.1,NE,BIG SPRINGS,,,NA,TRADITIONAL,1703,17.03,R,38.4
3393,USC00250930,41.5536,-96.1406,332.2,NE,BLAIR,,,NA,TRADITIONAL,3169,31.69,R,57.1
3394,USC00250945,42.5939,-97.6436,530.4,NE,BLOOMFIELD,,,NA,TRADITIONAL,2803,28.03,S,53.1
3395,USC00250961,40.3058,-98.5047,609.6,NE,BLUE HILL 4 SW,,,NA,TRADITIONAL,2807,28.07,S,50.2
3396,USC00251052,41.2622,-96.1419,378,NE,BOYS TOWN,,,NA,TRADITIONAL,2957,29.57,R,55.9
3397,USC00251065,40.8836,-97.7497,524.3,NE,BRADSHAW,,,NA,TRADITIONAL,2820,28.2,S,51.9
3398,USC00251130,41.9375,-99.8628,760.5,NE,BREWSTER,,,NA,TRADITIONAL,2415,24.15,R,43.1
3399,USC00251145,41.6681,-103.1039,1117.4,NE,BRIDGEPORT,,HCN,NA,TRADITIONAL,1778,17.78,S,40.4
3400,USC00251200,41.4083,-99.675,762,NE,BROKEN BOW 2 W,,HCN,NA,TRADITIONAL,2329,23.29,R,46.5
3401,USC00251240,40.3328,-97.5653,481.6,NE,BRUNING,,,NA,TRADITIONAL,2972,29.72,S,53.7
3402,USC00251345,41.7769,-99.1433,663.2,NE,BURWELL,,,NA,TRADITIONAL,2563,25.63,S,49.9
3403,USC00251365,42.9131,-98.8511,552,NE,BUTTE,,,NA,TRADITIONAL,2563,25.63,S,49.4
3404,USC00251415,40.2847,-100.1433,682.4,NE,CAMBRIDGE,,,NA,TRADITIONAL,2249,22.49,R,43.1
3405,USC00251450,40.6944,-99.7008,719.9,NE,CANADAY STEAM PLT,,,NA,TRADITIONAL,2344,23.44,R,44.1
3406,USC00251560,41.1156,-98.0064,516.6,NE,CENTRAL CITY,,,NA,TRADITIONAL,2878,28.78,S,50.5
3407,USC00251590,42.2031,-98.7467,648.9,NE,CHAMBERS,,,NA,TRADITIONAL,2650,26.5,R,50.2
3408,USC00251660,41.7239,-97.1256,472.4,NE,CLARKSON,,,NA,TRADITIONAL,2963,29.63,R,51
3409,USC00251680,40.5033,-97.9372,528.5,NE,CLAY CTR 6 ESE,,,NA,TRADITIONAL,2750,27.5,S,50
3410,USC00251684,40.5208,-98.0536,533.4,NE,CLAY CTR,,,NA,TRADITIONAL,2878,28.78,R,45
3411,USC00251696,42.1844,-98.1911,547.1,NE,CLEARWATER,,,NA,TRADITIONAL,2601,26.01,R,49.9
3412,USC00251825,41.4639,-97.3278,442,NE,COLUMBUS 3 NE,,,NA,TRADITIONAL,2919,29.19,S,54.4
3413,USC00251835,41.5569,-99.2372,687.3,NE,COMSTOCK,,,NA,TRADITIONAL,2448,24.48,R,48.3
3414,USC00251973,42.7,-103.4167,1118.6,NE,CRAWFORD,,,NA,TRADITIONAL,2023,20.23,R,48.2
3415,USC00251990,42.4603,-97.9047,506,NE,CREIGHTON,,,NA,TRADITIONAL,2763,27.63,R,52.2
3416,USC00252000,41.7608,-102.4372,1164.3,NE,CRESCENT LAKE NWR,,,NA,TRADITIONAL,1784,17.84,R,41
3417,USC00252020,40.6194,-96.9469,437.4,NE,CRETE,,HCN,NA,TRADITIONAL,2946,29.46,R,50.7
3418,USC00252037,42.7364,-97.4969,426.7,NE,CROFTON,,,NA,TRADITIONAL,2921,29.21,R,54.4
3419,USC00252065,40.2333,-100.8292,796.7,NE,CULBERTSON,,,NA,TRADITIONAL,2235,22.35,S,43.9
3420,USC00252100,40.6742,-100.4936,829.4,NE,CURTIS 3NNE,,HCN,NA,TRADITIONAL,2159,21.59,R,41.7
3421,USC00252145,41.4086,-102.9661,1303.9,NE,DALTON,,,NA,TRADITIONAL,1977,19.77,S,46.1
3422,USC00252205,41.2492,-97.1328,490.7,NE,DAVID CITY,,HCN,NA,TRADITIONAL,2986,29.86,S,55.7
3423,USC00252306,40.3497,-98.0592,506,NE,DEWEESE 4 SE,,,NA,TRADITIONAL,2735,27.35,R,48.8
3424,USC00252380,41.7233,-96.8828,426.7,NE,DODGE,,,NA,TRADITIONAL,3021,30.21,S,52.1
3425,USC00252595,41.9872,-98.0747,589.8,NE,ELGIN,,,NA,TRADITIONAL,2756,27.56,S,52.7
3426,USC00252645,42.0633,-102.2819,1190.2,NE,ELLSWORTH,,,NA,TRADITIONAL,1530,15.3,S,37.8
3427,USC00252646,42.3833,-102.15,1176.5,NE,ELLSWORTH 24 NNE,,,NA,TRADITIONAL,1950,19.5,R,43.7
3428,USC00252647,42.265,-102.2133,1210.1,NE,ELLSWORTH 15 NNE,,,NA,TRADITIONAL,1823,18.23,R,42.7
3429,USC00252680,42.1717,-100.0106,808.9,NE,ELSMERE 9 ENE,,,NA,TRADITIONAL,2669,26.69,S,53.6
3430,USC00252690,40.4767,-99.8861,731.5,NE,ELWOOD 8 S,,,NA,TRADITIONAL,2343,23.43,S,45
3431,USC00252706,40.8481,-96.8458,387.1,NE,EMERALD 1 W,,,NA,TRADITIONAL,2958,29.58,R,53.7
3432,USC00252715,42.2822,-96.7261,440.4,NE,EMERSON,,,NA,TRADITIONAL,2963,29.63,R,56.1
3433,USC00252741,40.4181,-101.5147,938.2,NE,ENDERS LAKE,,,NA,TRADITIONAL,1932,19.32,R,39.2
3434,USC00252770,41.8036,-98.8244,640.1,NE,ERICSON 8 WNW,,,NA,TRADITIONAL,2713,27.13,R,51.2
3435,USC00252790,40.6864,-100.0536,819.9,NE,EUSTIS 2 NW,,,NA,TRADITIONAL,2366,23.66,C,46.3
3436,USC00252805,42.2611,-98.3417,563.9,NE,EWING,,,NA,TRADITIONAL,2683,26.83,R,53.4
3437,USC00252820,40.0739,-97.1669,411.5,NE,FAIRBURY 5S,,HCN,NA,TRADITIONAL,3238,32.38,S,57.1
3438,USC00252840,40.6422,-97.5928,499.9,NE,FAIRMONT,,HCN,NA,TRADITIONAL,2842,28.42,S,52.2
3439,USC00252935,40.535,-96.6081,408.4,NE,FIRTH,,,NA,TRADITIONAL,3220,32.2,R,56.6
3440,USC00253037,40.0953,-98.945,612.6,NE,FRANKLIN #2,,,NA,TRADITIONAL,2623,26.23,R,51.4
3441,USC00253050,41.43,-96.4669,359.7,NE,FREMONT,,,NA,TRADITIONAL,3003,30.03,S,55.4
3442,USC00253065,40.6558,-97.2208,467.9,NE,FRIEND 3E,,,NA,TRADITIONAL,2927,29.27,C,53.2
3443,USC00253075,41.3594,-97.9761,502.9,NE,FULLERTON,,,NA,TRADITIONAL,2768,27.68,R,51.1
3444,USC00253165,42.8456,-97.4733,382.5,NE,GAVINS POINT DAM,,,NA,TRADITIONAL,2721,27.21,R,49.7
3445,USC00253175,40.5314,-97.5964,496.8,NE,GENEVA,,HCN,NA,TRADITIONAL,2927,29.27,R,51.2
3446,USC00253185,41.4514,-97.7644,484.6,NE,GENOA 2 W,,HCN,NA,TRADITIONAL,2882,28.82,C,52.8
3447,USC00253355,42.8947,-102.2036,1127.8,NE,GORDON 6N,,,NA,TRADITIONAL,1935,19.35,R,47.2
3448,USC00253365,40.94,-100.1522,787.9,NE,GOTHENBURG,,HCN,NA,TRADITIONAL,2371,23.71,S,45.1
3449,USC00253425,41.5461,-98.5331,615.7,NE,GREELEY,,,NA,TRADITIONAL,2691,26.91,R,49.2
3450,USC00253461,41.0311,-97.4703,495,NE,GRESHAM 3W,,,NA,TRADITIONAL,2840,28.4,S,49.8
3451,USC00253467,41.1586,-96.1922,378,NE,GRETNA 4NE,,,NA,TRADITIONAL,3364,33.64,R,58.6
3452,USC00253485,40.0692,-98.3331,498.3,NE,GUIDE ROCK,,,NA,TRADITIONAL,2657,26.57,R,49.1
3453,USC00253515,40.0136,-101.9408,998.2,NE,HAIGLER,,,NA,TRADITIONAL,1865,18.65,S,42
3454,USC00253524,40.5667,-96.7833,442,NE,HALLAM 2 N,,,NA,TRADITIONAL,3010,30.1,R,54.6
3455,USC00253581,40.1833,-97,445,NE,HARBINE 1 WSW,,,NA,TRADITIONAL,3191,31.91,R,56.1
3456,USC00253589,40.0136,-97.9289,463.3,NE,HARDY,,,NA,TRADITIONAL,2760,27.6,S,50.9
3457,USC00253595,40.0892,-99.2133,609.6,NE,HARLAN CO LAKE,,,NA,TRADITIONAL,2449,24.49,R,45.2
3458,USC00253605,41.6331,-103.9542,1386.8,NE,HARRISBURG 12WNW,,,NA,TRADITIONAL,1620,16.2,S,40.7
3459,USC00253615,42.6858,-103.8842,1478.3,NE,HARRISON,,HCN,NA,TRADITIONAL,1710,17.1,R,42.5
3460,USC00253630,42.6167,-97.2608,417.6,NE,HARTINGTON,,HCN,NA,TRADITIONAL,2815,28.15,R,49.5
3461,USC00253660,40.6472,-98.3836,590.7,NE,HASTINGS 4N,,HCN,NA,TRADITIONAL,2799,27.99,S,51.6
3462,USC00253710,42.6828,-102.6928,1175,NE,HAY SPRINGS,,,NA,TRADITIONAL,1859,18.59,R,46
3463,USC00253715,42.5119,-102.6944,1159.8,NE,HAY SPRINGS 12 S,,HCN,NA,TRADITIONAL,1723,17.23,R,40.6
3464,USC00253735,40.175,-97.5903,451.1,NE,HEBRON,,HCN,NA,TRADITIONAL,3139,31.39,R,53.6
3465,USC00253755,42.3208,-103.0733,1301.5,NE,HEMINGFORD,,,NA,TRADITIONAL,1644,16.44,S,40.6
3466,USC00253810,41.1056,-100.9775,899.8,NE,HERSHEY 5 SSE,,,NA,TRADITIONAL,1989,19.89,R,39.4
3467,USC00253825,40.6219,-96.6283,396.2,NE,HICKMAN,,,NA,TRADITIONAL,3246,32.46,S,56.7
3468,USC00253910,40.4517,-99.3803,707.1,NE,HOLDREGE,,HCN,NA,TRADITIONAL,2700,27,S,49.1
3469,USC00253950,42.3367,-96.4319,329.8,NE,HOMER 3NE,,,NA,TRADITIONAL,2926,29.26,R,49.2
3470,USC00254035,41.7175,-97.0031,463.3,NE,HOWELLS,,,NA,TRADITIONAL,2917,29.17,S,52.3
3471,USC00254043,40.01,-97.4978,448.1,NE,HUBBELL,,,NA,TRADITIONAL,3015,30.15,S,54
3472,USC00254100,42,-101.75,1149.1,NE,HYANNIS,,,NA,TRADITIONAL,1970,19.7,R,43.2
3473,USC00254110,40.5208,-101.655,999.7,NE,IMPERIAL,,HCN,NA,TRADITIONAL,2022,20.22,R,41.6
3474,USC00254335,40.7258,-99.0133,649.2,NE,KEARNEY 4 NE,,,NA,TRADITIONAL,2523,25.23,S,47.2
3475,USC00254440,41.2453,-103.6344,1435,NE,KIMBALL 2NE,,HCN,NA,TRADITIONAL,1690,16.9,S,41.4
3476,USC00254455,41.2097,-101.6706,1011.3,NE,KINGSLEY DAM,,,NA,TRADITIONAL,1928,19.28,S,42.7
3477,USC00254604,40.5303,-101.9694,1079,NE,LAMAR 3 SSE,,,NA,TRADITIONAL,1774,17.74,R,36.7
3478,USC00254655,42.4264,-97.0911,454.2,NE,LAUREL,,,NA,TRADITIONAL,2969,29.69,R,57.1
3479,USC00254865,41.4983,-102.6222,1071.4,NE,LISCO,,,NA,TRADITIONAL,1837,18.37,R,40.8
3480,USC00254900,41.1489,-102.6361,1168,NE,LODGEPOLE,,HCN,NA,TRADITIONAL,1872,18.72,S,41.3
3481,USC00254903,41.2664,-102.6586,1184.5,NE,LODGEPOLE 8N,,,NA,TRADITIONAL,1898,18.98,R,42.8
3482,USC00254945,41.7614,-98.2139,640.1,NE,LORETTO 7W,,,NA,TRADITIONAL,2667,26.67,R,51.9
3483,USC00254985,41.2808,-98.9681,627.3,NE,LOUP CITY,,HCN,NA,TRADITIONAL,2709,27.09,R,50.4
3484,USC00254986,41.3611,-98.9222,676.7,NE,LOUP CITY 6 NNE,,,NA,TRADITIONAL,2656,26.56,R,50.3
3485,USC00255040,42.8294,-98.4583,423.7,NE,LYNCH,,,NA,TRADITIONAL,2517,25.17,R,46.3
3486,USC00255050,41.9378,-96.4789,390.1,NE,LYONS,,,NA,TRADITIONAL,3107,31.07,S,57.1
3487,USC00255080,41.8292,-97.45,481.6,NE,MADISON,,HCN,NA,TRADITIONAL,2876,28.76,R,51.7
3488,USC00255090,40.8508,-101.5428,975.4,NE,MADRID,,,NA,TRADITIONAL,2071,20.71,R,43.2
3489,USC00255105,40.9081,-96.865,399.3,NE,MALCOLM,,,NA,TRADITIONAL,2943,29.43,S,53.7
3490,USC00255250,41.22,-99.2981,688.8,NE,MASON CITY,,,NA,TRADITIONAL,2639,26.39,S,51.4
3491,USC00255269,40.2972,-101.3806,995.5,NE,MAX 13N,,,NA,TRADITIONAL,2044,20.44,R,42.2
3492,USC00255311,40.4389,-100.6961,836.7,NE,MC COOK 17 NNW,,,NA,TRADITIONAL,2086,20.86,S,41.7
3493,USC00255312,40.2161,-100.63,786.4,NE,MC COOK #2,,,NA,TRADITIONAL,2138,21.38,R,37.6
3494,USC00255362,41.1431,-96.4808,352,NE,MEAD 6S,,,NA,TRADITIONAL,2939,29.39,R,52.7
3495,USC00255370,42.0292,-97.7386,496.8,NE,MEADOW GROVE,,,NA,TRADITIONAL,2727,27.27,R,51.6
3496,USC00255388,40.3761,-100.2228,727.6,NE,MEDICINE CREEK DAM,,,NA,TRADITIONAL,2200,22,R,42.6
3497,USC00255470,42.9194,-101.7089,986,NE,MERRIMAN,,HCN,NA,TRADITIONAL,1911,19.11,R,42.7
3498,USC00255525,40.9283,-99.3886,704.1,NE,MILLER,,,NA,TRADITIONAL,2182,21.82,R,40.6
3499,USC00255565,40.5156,-98.9514,658.4,NE,MINDEN,,HCN,NA,TRADITIONAL,2622,26.22,S,47.8
3500,USC00255590,41.9481,-103.7008,1243.6,NE,MITCHELL 5E,,,NA,TRADITIONAL,1305,13.05,R,31.8
3501,USC00255655,40.6961,-100.3997,861.4,NE,MOOREFIELD,,,NA,TRADITIONAL,2267,22.67,R,43.2
3502,USC00255700,42.0489,-101.0542,980.5,NE,MULLEN,,,NA,TRADITIONAL,2113,21.13,R,43.9
